Date,Tweet
2023-05-06 13:31:41+00:00,"1/ LeverFi weekly market summary 📰

📈 US Fed raises interest rates by 25bps, to its highest level in 16 years, despite bank failures &amp; recession fears.

🧊 US job market cools with job openings at an all-time low since Apr 2021. Unemployment rate rose to 3.6% from 3.5% in Mar."
2023-05-06 13:31:35+00:00,"@DizzleTheRizzle Correct we are not in a recession but, the March FOMC projection states that we could enter a recession at the end of this year and see unemployment increase at the start of 2024 - is it a good idea to repeatedly say ""we are not in a recession"" until it actually happens???"
2023-05-06 13:31:10+00:00,@POTUS All lies again. And btw we’re already in a recession. Where have you been? Still in your basement?
2023-05-06 13:30:38+00:00,"@AshleyD59003856 @AaronParnas Other than how to keep us out of a recession, keep Americans working, how to keep products affordable, how to keep our borders secure, and keep our kids safe."
2023-05-06 13:29:14+00:00,@RNCResearch We are headed for a recession.  Quit lying Harris!
2023-05-06 13:29:08+00:00,@mikelinoarabia It's about shifting focus between Fed tightening slack and no immediate recession celebration.
2023-05-06 13:28:37+00:00,i got rid of my denim maxi skirt last year i knew the recession was coming why did i do that
2023-05-06 13:27:27+00:00,@POTUS We’re already in a recession
2023-05-06 13:25:55+00:00,@carolg115_carol @BtrToDieOnMars @JoJoFromJerz If there is a recession🤡 We are in one!! Take your blinders off!!
2023-05-06 13:25:31+00:00,@100trillionUSD Do you think any prolonged banking crisis or recession leaking into next year would impact return timelines?
2023-05-06 13:25:28+00:00,"@SudhirPuthran The only reason India is doing far far better while rest of world is struggling with recession is Modi didn't allow debts to rise. If the country is rich we will all become rich. But if the country becomes debt ridden, even the rich will become poor."
2023-05-06 13:24:48+00:00,@AlternatNews That is why the world economy is on the verge of a catastrophic recession.
2023-05-06 13:24:19+00:00,"@stats_feed @POTUS A common rule of thumb to mark a recession is 2 consecutive quarters of negative GDP growth.

@indbizguru"
2023-05-06 13:24:14+00:00,"In a few weeks, the federal government will run out of money. We won’t be able to pay our bills. 

If this happens, we will go into default for the first time in our history. 

It will cause a major recession, millions of jobs will be lost, and trigger a global financial crisis."
2023-05-06 13:22:44+00:00,"@Schuldensuehner All the money eaten up by the US Ponzi stock market, the main source of inflation and recession to look for."
2023-05-06 13:21:39+00:00,@RNCResearch Signs of recession are here
2023-05-06 13:20:14+00:00,"@RepDonaldsPress @HouseGOP First of all, America was  “rescued” from a GOP led major recession. And second, inflation was the direct consequence of supply chain disruption, not putting minimal dollars into the pockets of hurting Americans, dollars which quickly  flowed up hill to the GOP-supporting rich."
2023-05-06 13:19:54+00:00,"@RealJamesWoods It is even worse Jimmy, they just all voted to cover all of their meals and housing costs and travel costs, out of taxpayer funds. Can you freaking believe this? In a post Pandemic recession where even middle class people are working multiple jobs. Sickening ."
2023-05-06 13:19:25+00:00,"I just hate how often we devalue black men simply based off of their income like we not in a damn recession, still trying to recover from a fucking PANDEMIC. Mfs just trying to make ends meet, find love, &amp; enjoy life."
2023-05-06 13:18:02+00:00,@Jodi72905219 @0372Sandy @Darkhyacinth Is that source verified? No. How do we know it's actually Ashley Biden? Also those countries would have come together anyways. It's not our place to stop it. You can blame corporations for the economy suckkng and trumps 2020 recession which led to higher inflation. Not Biden
2023-05-06 13:17:03+00:00,@HenrikZeberg Defaults on personal debt within 8 months will be crazy. 12 months start seeing demand drop. 15 months mass layoffs and tax increases. It’s coming. Rates will go down. Will be longest recession in our history. My opinion
2023-05-06 13:16:50+00:00,"@northstarboots @rajavidhun @JenniferSey Lol self employment doesn’t protect you from anything. Recessions hurt the self employed the hardest. 
Enjoy the incoming recession."
2023-05-06 13:16:46+00:00,"Laptop and iPad sales collapsing are what you would expect to see going into a #recession - extra products that don’t need to be upgraded every year. iPhone sales week too, Apple doesn’t innovate anymore, add a camera and vibrator feature and voila, the iPhone 69+ is born."
2023-05-06 13:16:03+00:00,"@MrMojoRisinX @leveredvalue Yes - you did say 2025 (which is what i pulled for $CZR above)

I had similar logic in Oct 2022 and was looking at Jan 24s with my logic above and probably should have waited some more given potential recession timing implications"
2023-05-06 13:15:50+00:00,@stats_feed In top ten Mostly Asian countries have total reserves wealth including gold. It’s so good 😊 against recession.
2023-05-06 13:15:35+00:00,"@POTUS Thank You President Trump for the Great Jobs Report. Democrats inherited Trump's Great Economy and are now taking credit for it 😄 Democrats are used to Banks failing, High Inflation, Depression, Recession and record Bankruptcies! This Great Jobs report is New to Democrats!"
2023-05-06 13:15:25+00:00,@POTUS President's and governments do not create jobs.  When the recession hits I'm sure you will familiarize yourself with that fact.
2023-05-06 13:14:52+00:00,iʻve seen the best minds of my generations destroyed by economic recession
2023-05-06 13:14:44+00:00,"@ExtraTH61688879 @akaNichoIas @otoboke @HasanabiProd And co-operative sectors do grow, worker owned businesses are more resistant to recession, and keep more people employed when other shareholder-businesses would just make people redundant or raise prices to maintain profit"
2023-05-06 13:14:33+00:00,"@Forbes I don't know: West Palm  to Miami the restaurants are mobbed, Design Districts are busy with shoppers and everyone is driving a new car. I keep asking where is the recession?"
2023-05-06 13:14:28+00:00,"@FoxNews The failed banks were bought out by other banks. You know, a FREE MARKET solution to the problems.  It's not like the MASSIVE GOVERNMENT BAILOUTS that were needed for the Bush Jr. Great Recession of 2008!"
2023-05-06 13:14:05+00:00,"@erhire_ it’s no excuse, people loved in the recession abi"
2023-05-06 13:13:54+00:00,"Used and new cars are dropping again. Rents are dropping.  Real estate prices. Oil.  

Deflation is coming and it's going to be serious. Negative prices. Everything. 

Why, because inflation is money. Credit.  

Call it a recession but that's what going on."
2023-05-06 13:13:47+00:00,"Still waiting on that ""imminent recession"" Wall Street economists have been predicting for 14 months now"
2023-05-06 13:13:35+00:00,"@WOLF_Financial Not guaranteed a recession, bro just hopes for one to make his points."
2023-05-06 13:13:20+00:00,"Inflation is going down with a strong job market. 
My friends in Wall Street are on denial, they simply cannot take it. Sorry guys, you’re predicting recession next year since 2018, I think you should wait again.
Apocalypse isn’t coming (and you should be happy about it)!"
2023-05-06 13:12:33+00:00,"Now that valuations have come down and many have experienced pain, everyone seems to be talking about HYSAs and Treasury bills, and everyone’s talking about a coming recession and saying you should wait to buy stocks."
2023-05-06 13:12:25+00:00,"@vonderleyen @RoyalFamily Stability...the country is on its knees, poverty, crime,recession...but you like corrupt people like yourself."
2023-05-06 13:12:25+00:00,"@business Didn't Reagan get inflation down by causing a recession? I felt it, all I received was cheese and butter"
2023-05-06 13:12:20+00:00,"Great depression
Great recession
Great regression"
2023-05-06 13:12:11+00:00,"@jon_kavanagh @RepGallagher Disruption of semi conductor production (which we rely on Taiwan for a large part of) is a global recession on a level we haven’t seen waiting to happen. We also tend to stick up for our democracies, because we try to be a force for good in the world and not cowards."
2023-05-06 13:11:04+00:00,@CdnMortgageNews @StatCan_eng Strangest recession ever.
2023-05-06 13:10:32+00:00,@Groundwork The labor market has been delivering for black workers since the Great Recession.
2023-05-06 13:10:26+00:00,@TeamPelosi Democrats  are clearly delivering for the people and all of this talk about a recession for the past year and a half is nonsense. #DemocratsAreCreatingJobs
2023-05-06 13:09:40+00:00,@shannon1923 a deep recession. they print money to cover the rampant debt
2023-05-06 13:08:32+00:00,"@davidhogg111 And the results of his getting stuff done?  Recession, record inflation, crashed 401k’s, porous, broken southern border, hi fuel prices, high groceries, high interest rates, war in Ukraine. Btw, you had none of this under trump."
2023-05-06 13:07:24+00:00,"@paddycosgrave @WebSummit Why did u pull it from Dublin to Lisbon at time of recession,act of treachery?"
2023-05-06 13:07:18+00:00,"@BullandBaird It’s a non-recession recession, word to Mark Rowan"
2023-05-06 13:05:59+00:00,"It’s literally as simple as:

- pick a VP who is 20 points more favorable than Kamala Harris
Or
- see Biden’s black turnout drop heavily from 2020 
Or
- see a rough recession
Or 
- get help from a left-leaning 3rd party"
2023-05-06 13:05:57+00:00,@FocusNotice Voting ‘yes’ for all. A reverse split option only there if a stock market crash/recession takes SOFI share price below market compliance.
2023-05-06 13:05:38+00:00,"@JustinWolfers Jobful recession…

The opposite of the “jobless recovery” we had 10yrs ago"
2023-05-06 13:05:11+00:00,"We thought Biden inheriting and causing a recession would make him a Carter, and maybe it will, but he's also able to take warped statistics because of Covid to pretend he's doing a good job and the economy is doing great. 💀

Let's hope people aren't so brainwashed to believe it"
2023-05-06 13:05:07+00:00,@The_Trump_Train Old Joe can’t run his family! Someone is pulling his strings! You see he’s a puppet! And before your elected our country is going to be in a full fledged depression ( not a recession) and that’s exactly what this administration wants!👍♥️🇺🇸
2023-05-06 13:05:06+00:00,"If your CEO isn’t thinking of starting a podcast or a newsletter, your company will survive the recession."
2023-05-06 13:04:54+00:00,"@BBCWorld And what are the UK, USA, Germany and other NATO Countries accused off... Breaking treaty with USSR and puting Russia to the wall, and now delibarately plunging the entire world into recession. You won't report that. Paid Pimp."
2023-05-06 13:04:43+00:00,"@ColtSTaylor @JamesBradleyCA @Rasmussen_Poll Food processing plants exploding, lay offs, recession, high interest rates, mentally ill people trying to seduce children through drag shows, women being forced to compete against men in sports and in locker rooms, forced to look @ male genitalia, government lying to us is good?"
2023-05-06 13:04:14+00:00,"@megynkelly Our govt and the MSM relish the focus on #transgenderism . It is the current flavor of the month to avoid discussion of looming recession, bank failures, wide open borders….. 👁️ 🐿️ #recession #border #TermLimits #MSM #MSMEnemyOfThePeople #budlight #budlightboycott"
2023-05-06 13:04:01+00:00,@BullandBaird What recession?
2023-05-06 13:02:53+00:00,"@Josh_Young_1 It’s not because of capital access- that’s why biotech is down. It’s economically sensitive, so if you are positioning for a deep recession, oil is out of your portfolio"
2023-05-06 13:02:27+00:00,"Recession fears intensify as US adds 253,000 jobs, beating expectations."
2023-05-06 13:02:08+00:00,@POTUS inflation will do that to you....are we ready to acknowledge recession yet?
2023-05-06 13:01:17+00:00,@CramerTracker A big deal?? He keep touting recession
2023-05-06 12:59:44+00:00,"@CryptoDonAlt i feel like cycle skepticism is screwing with everyone's head this time around. it's not rare to see people talking about a looming ""crypto"" recession nowadays whereas before it was more of just ""dump because i want to buy lower""."
2023-05-06 12:59:28+00:00,"@mxmnews @DonaldJTrumpJr The failed banks were bought out by other banks. You know, a FREE MARKET solution to the problems. It's not like the MASSIVE GOVERNMENT BAILOUTS that were needed for the Bush Jr. Great Recession of 2008!"
2023-05-06 12:59:04+00:00,@JoJoFromJerz I think the answer lies in your comment of them being regained But there are signs of a recession.
2023-05-06 12:59:01+00:00,"@BobEUnlimited Debt is more cinsumption now, less tomorrow. That is the opposite of what we need. To pop the credit bubble is the exact reason Fed is raising rates. A recession is actually needed. And if we postpone recession today by adding even more debt, we'll get depression tomorrow."
2023-05-06 12:58:54+00:00,"@DianeSwonk Rear-view mirror watching. Tenth hike has sharp canines. Rolling recession, hitting tech first, banking next, I have no idea what the next do domino will be.  Probably leisure."
2023-05-06 12:58:47+00:00,@BullandBaird Recession? Crickets
2023-05-06 12:58:44+00:00,It’s a certain kind of fever dream to be entering a global recession and watching priests drape countless diamonds over an old man for his special little ride in a golden chariot.
2023-05-06 12:58:23+00:00,@InTheBalls147 We are in a recession so we clearly cannot afford both
2023-05-06 12:56:14+00:00,"@jilevin REALITY!!
📉40-year-high inflation
📉4% cut in wages
📉Haven't created a single new job from the 2019 high water mark
📉Looking at an impending recession
📉Crime at all time highs
📉Immigration a mess
📈 6.4% total inflation
📈 33.7% energy bill spike
📈 21.5% food cost increase"
2023-05-06 12:54:53+00:00,@TheGodMarket Gold will come down when the recession is confirmed
2023-05-06 12:54:49+00:00,@CalltoActivism nah  sorry    heading near a recession...half wit..
2023-05-06 12:54:38+00:00,"@Loquacious_Lion I mean half of india is struggling to meet basic needs and so much money and resources being spent on this man when most of the world economies r on the brink of recession..
I mean how to justify all this.."
2023-05-06 12:54:27+00:00,"@rrmdp Yes, I've been more focused on SEO last few years.

Revenue has gone down quite a bit last 12 months though. Basically since the recession. Slowly picking up again.

I think I'm in a good spot for post-recession when hiring picks up"
2023-05-06 12:54:15+00:00,"@EmilKalinowski @Hedgeye Passed 6-8 Mexican restaurants  Lines of people waiting to get in them.   At our 5/5 destination, single ladies drinking ""towers of margarita? for $80/pop.  What recession?  How big is the underground economy?"
2023-05-06 12:53:25+00:00,"@fundstrat If the economy does have any sort of slowing or recession wouldn’t that cont to impact EPS negatively?  

Are you assuming no more slowing and no recession?

Thanks"
2023-05-06 12:51:29+00:00,@POTUS The Border the Banks the recession coming your job chart don’t mean shit . Trying to take the focus off the FBI hiding your money scandal
2023-05-06 12:51:27+00:00,"@SkyNewsAust This whole move toward recession is intentional and deliberate coming from the US fed and the RBA follows like a little puppy. Yes lets Crush families, so this will lead to an increase in crime, domestic violence coinciding with broken homes, poverty and homelessness 👍"
2023-05-06 12:49:30+00:00,@byrcza @helmuts_reinis @CryptoDefarmer @runews If anything our economy is too good. We have record low unemployment which drives up wages. That is the source of inflation. If we have a hot economy or mild recession our fundamentals are incredibly strong. A thousand times better than Russia.
2023-05-06 12:49:08+00:00,@POTUS Yeah but the 3 month average showed jobs collapsed. World recession coming on in Q3 Q4 2023 woth est interest rates in 24 to be over 12.5% thanks to Briben Biden.
2023-05-06 12:47:40+00:00,@AP_Politics Y’all have been trying to make a recession happen for two years- despite economic data suggesting the opposite. It’s unbelievable really.
2023-05-06 12:47:29+00:00,@LizAnnSonders Recession? Crickets
2023-05-06 12:47:25+00:00,@KayPetersen20 @stemark01 @PaulMcCartney But you’re not British and don’t have a right to tell people what they should think about it. The UK are currently in a recession and government used £250 million of the WORKING tax payers money to fund this coronation; meanwhile children starve and people die due to poverty.
2023-05-06 12:47:14+00:00,"Moody's: US GDP Growth Would Be 1.61% In 2024 Under GOP Debt Limit Plan Vs. 2.23% Otherwise
- Plan Would 'Meaningfully Increase' Likelihood Of Recession
- GOP-Proposed Spending Cuts Are 'Substantial Headwind' To Near Term Economic Growth
- Plan Would Cost 790K Jobs By End-2024"
2023-05-06 12:47:14+00:00,@CorkySwift2 @FemalesForTrump As the economy starts to tank and we hit a recession people will notice gas prices drop. And summer blend is different from winter blend
2023-05-06 12:47:01+00:00,@zerohedge Recession is for peasants
2023-05-06 12:46:51+00:00,"@DebraMArizona @11thHour @POTUS Let’s talk about it. One major reason for this $7 trillion was the huge amount of borrowing for the US's response to the global coronavirus pandemic, which overturned the economy &amp;  triggered a recession.  $3 trillion was borrowed to cover the costs of the COVID relief plans"
2023-05-06 12:46:12+00:00,@WaitCapital The consumer isn’t buying more. They are paying more for the same amount of product. Dollars are up.  EQ are not. The recession will be one of mix where shoppers move down in quality on staples and reduce / eliminate discretionary. It’s happening now. Just slowly
2023-05-06 12:45:38+00:00,"@jasondebolt I don't think it is going to go up for at least 2 years.
- FSD not ready
- Recession 
- Elon distraction due to Twitter"
2023-05-06 12:45:32+00:00,@HeroDividend Recession
2023-05-06 12:45:31+00:00,@DemFromCT No signs of a recession yet the constant drumbeat is that a recession may be coming. Biden's campaign needs social media images of highway and bridge construction and manufacturing facilities construction showing how his policies are working. Flood the zone with accomplishments.
2023-05-06 12:45:27+00:00,"@JohnDoss1 It was actually very nice to learn that you remember my comment. I wrote that about bull market rally into recession quite some time ago. Clearly, you are one of the few on here with an actual personality. Cheers to you :-)"
2023-05-06 12:44:59+00:00,"@profplum99 @IrvingSwisher It looks like your argument for a weak labor market is the decline in high compensation jobs which typically require higher ed, but that’s the Fed’s goal. They want to create an aggregate decline in compensation levels. That doesn’t mean we are in recession and Fed should ease"
2023-05-06 12:43:34+00:00,@jandreini1 @HustlerStores @CharlesSchwab @guidepostschool I would think a Hustler store would be recession proof no?
2023-05-06 12:43:10+00:00,@chitandagenderu mine isnt even the future anymore LMFAOOOO it’s Oh Fuck I Need A Job Now But Nowhere Is Hiring Bc Lol Recession
2023-05-06 12:43:01+00:00,The Recession
2023-05-06 12:42:58+00:00,"$btc hit $30k?  huh, how about that 😴

Weird 2023 recession were having here 🪄

Not in the mood to gloat or knock anyone 

Look for assets that haven't ran yet 
Im mostly in oil stocks 🛢

Have a nice evening ✌🏻

#recession #bitcoin"
2023-05-06 12:42:09+00:00,"How completely out of touch must one be to believe we have the lowest unemployment rates in history during a deep recession?
🤔"
2023-05-06 12:41:42+00:00,@CNBC What recession🙂
2023-05-06 12:40:20+00:00,"@HillaryClinton It's a historical fact that unemployment drops right before a recession.   Banks are failing, people are being laid off, the dollar and US global influence is waning, and the rest if the world laughs at us as Americans struggle to define a woman.  I'm not sure this is good news."
2023-05-06 12:40:12+00:00,"Instead of recession we may have entered a mini golden age where Boomers keep contributing goods and services while Millennials enter their prime years

Everywhere I look 60 and 70 yo's are working full time

The other side of that looks gnarly, but in the meantime, it's party on"
2023-05-06 12:40:08+00:00,"I remember thinking, in 2000: ""Well, at least everyone knows that we're heading for a recession, so they won't blame Bush when it happens""

lol, the innocence of youth"
