Date,Tweet
2023-04-26 13:33:00+00:00,"BYE BYE #Dollar #USDollar #usd
~~~ Bloody Waterfall ~~~
#forex #Fed #USA #dump #Bitcoin #BRICS #Currencies #moneyslaves #GOLD #WorldEconomicForum #FinancialFreedom #recession #war #StockMarket  #$$$ #Worldbank #imf #Sec."
2023-04-26 13:32:50+00:00,@texasrunnerDFW Its baffling that very few seem to understand this. Their view is that if we dont have subprime loans and/or “theres no inventory” there is somehow no chance of a recession.
2023-04-26 13:32:38+00:00,@wmbu4 @MitchNicholsJr @HillaryClinton And I bet you can’t wait for a recession just to rub it in my face. Keep hoping and praying.
2023-04-26 13:31:38+00:00,@todd_gleason @WholeMarsBlog Jobs numbers keep growing. Unemployment at record lows. Not in a recession.
2023-04-26 13:31:27+00:00,idk why I didn’t buy a house during the 2008 recession :/  8 year old me fumbled the bag 😔
2023-04-26 13:31:00+00:00,@Mohamed26390185 @FoxNews @VivekGRamaswamy Check where that guy's from that got you worked up about the state of the USA. Look at yourself. By that logic then one could argue Obama had the highest too and only benefitted from recession/return to normalcy.
2023-04-26 13:30:51+00:00,"@cspanwj @RepEspaillat THE FEDERAL GOVERNMENT IS NOT A HOUSEHOLD!  A BALANCED BUDGET AT THE FEDERAL LEVEL LEADS TO RECESSION!
Callers who know no economics should probably refrain from commenting on that topic."
2023-04-26 13:30:46+00:00,@YahyaJohn @MitchNicholsJr @HillaryClinton Ill hit you back when a recession hits and you can give me some excuses or blame Trump
2023-04-26 13:30:35+00:00,@POTUS It's called a recession. Get new advisors.
2023-04-26 13:30:30+00:00,"The Biden economy has delivered more than 12 million jobs, increased wages and decreased unemployment.

GOP Default on America Act increases unemployment, decreases economic growth and will trigger a harmful recession.

This Extreme MAGA Republican bill must be stopped."
2023-04-26 13:30:29+00:00,"📉 He's expecting a US recession and is avoiding ""old economy"" small and mid-sized companies. The dollar's recent decline is driven by growing investor fears of a looming recession. $DXY $EURUSD $USDJPY $GBPUSD"
2023-04-26 13:30:05+00:00,"'Sell May and go away'

Never before, in 20 years of investing in markets, has that seemed like such good advice!

Recession looming
Bank run in progress
Two major superpowers spoiling for war
Markets at ridiculously high valuation

Perfect storm!"
2023-04-26 13:29:56+00:00,@JoeBiden You already succeeded by the recession and sending hundreds of Billions to wars. Disgusting Joe Biden.
2023-04-26 13:29:44+00:00,"@POTUS Really? Are you aware it’s still layoff season? Inflation still out of control, banking crisis getting worse, and global de-dollarization accelerating exponentially?

Country is in a recession running full steam ahead towards a depression. You are failing this country miserably."
2023-04-26 13:29:31+00:00,"@BarackObama @JoeBiden You would be, for me, as a Black man, I'm proud of, TRUMP.  I know who is fighting for, America and who has done more for Black People, all people of our nation and it was President, Donald J TRUMP, not you.  In fairness to you, you had the Great Recession, I'll give you that!"
2023-04-26 13:29:31+00:00,"All these macroeconomic experts 
with 40 years experience are predicting one of the worst recession in decades, but Mercedes the former hooters girl turned RE Agent a month ago is saying there has never been a better time to buy a house.

I just don't know who to believe anymore."
2023-04-26 13:29:22+00:00,".@rteliveline C'mon, Man!
J'eau, your buddy Joey Biden changed the definition of the word, ""Recession"", so it doesn't exist like you think it does....

#liveline
#LetsGoBrandon"
2023-04-26 13:28:48+00:00,"@Jrclange @WholeMarsBlog The yield curve has been inverted about a year, and lots of layoffs happening. We're in a recession, the government just won't acknowledge it until it's over."
2023-04-26 13:28:16+00:00,"@kepagk @KOgideh @BallinKy_ @POTUS Republicans aren't ALL terrible, they also want to stop this dinosaurs reckless spending so we don't keep losing money and/or go into a deep recession"
2023-04-26 13:28:02+00:00,@ShaziGoalie A tough recession and cleanse is the only way out of this!!!
2023-04-26 13:27:58+00:00,"@davidfrum I love how casually you throw in ""the recession Republicans hoped for never materialized."" 
As if that should just be expected"
2023-04-26 13:27:43+00:00,"@jollier_raptor cscareerquestions r literally saying its like when covid first hit 2020, imagine when the recession starts"
2023-04-26 13:27:29+00:00,@NeelyTamminga @77cyko not enuf labour for high unemployment so i expect a profit recession (esp for biz highly exposed to labour costs) - as addition to ur tweet
2023-04-26 13:27:19+00:00,"@GBriereGiroux @MikybullCrypto @GRDecter I know there is a lot of leverage, but most of it is in regional banks that don't have the same regulations about liquidity provisions. I am not saying the situation is good, but if a big deflationary recession will happen this year, it will be the most predicted one ever."
2023-04-26 13:27:01+00:00,"@Comradefrom1 he is supporting Joe Biden because even he knows that even Joe Biden, who is responsible for embarrassment in Afghanistan, recession and inability of US to stop Russia Ukraine war is, still better than him."
2023-04-26 13:26:50+00:00,"@Breaking911 The worlds on fire, recession, war…but let’s talk about made up holidays.🤦🏻‍♂️"
2023-04-26 13:26:49+00:00,@WallStreetSilv There are no reputable economist that are currently saying the US is in a recession or head for a recession. So there is nothing to support your claim of a recession or your conspiracy theory that the government is lying.
2023-04-26 13:26:33+00:00,@ResisttheMS One of the reasons we're likely seeing increased tech layoffs. If Elon can run Twitter with 10% of the original staff why can't all the other tech companies do the same? This is in addition to the ongoing recession and highly probable incoming depression.
2023-04-26 13:26:33+00:00,@ColinTCrypto If you own enough cash to be recession proof then you probably own hard assets as well.
2023-04-26 13:26:23+00:00,"@realEstateTrent Curious to see 5 years from now, people are buying bigger and bigger homes to support two home offices - while at the same time opening themselves up from local to global competition for salaries entering a likely recession / long term trend is grind down lower for remote wages"
2023-04-26 13:26:17+00:00,@timpierotti1 @LizAnnSonders This seems to be the key difference this time around - that it's taking longer for the recession to start because there's so much more buffer
2023-04-26 13:26:08+00:00,"Okay avg joes,  well layoffs are working for tech companies, they hired tons during the COVID tax credit, now they have the pleasure to reduce bonuses, staff and charge more. inflation lives on, 8 million loss jobs for recession, not including the 2.64 mill who retired!! 300bps +"
2023-04-26 13:25:49+00:00,@hectorrszn Recession Proof is like TLET type production almost
2023-04-26 13:25:47+00:00,"@pinebrookcap @tylerdu38305650 Defense and Aircraft I do expect to bounce even during a recession, because of the deep suppression and forward pulled demand. 

Could be wrong, rates severely impact civilian aircraft sales usually, though after 3 years of extremely low demand who knows how that presents."
2023-04-26 13:25:33+00:00,economic downturns serve as a catalyst for tech innovation @zoho CSO says #EconomicCrisis #recession
2023-04-26 13:25:12+00:00,"@EliseStefanik As always, Elise, you don't tell the truth.

It's not 4, but 5 yrs and 8 months.

No wonder you keep yelling recession while inflation decreases month after month and in 27 months 12.7 M jobs were created."
2023-04-26 13:25:03+00:00,@jaytucker @FrankScottJr @JoeBiden What recession?
2023-04-26 13:24:56+00:00,@Rfranz19 @WalshFreedom Recession
2023-04-26 13:24:12+00:00,@garyblack00 @Pablos_RoundUp @WholeMarsBlog There is no recession
2023-04-26 13:23:25+00:00,"@tunesister @dani1x_ @cceemoniee I don't know where you live but we're going through a recession on this side honey, it's expensive to live rn.. minimum wage been the same while CoL has been rising and tuition has been rising as well. Let's not act like it's easy out here. Our parents had it easier too."
2023-04-26 13:23:17+00:00,"@Trump2428 @theholiestbacon @jkennedy1976 @freedomspeech50 @CalltoActivism And yet the economy had still not recovered. If we’re basing this on stocks, they were at an all time low when he took cover. We had lost 3.6 million jobs in 2008 alone and losing 800.000 a month when he took over.  The recession did not end until June of 2009."
2023-04-26 13:23:10+00:00,@dunleavy89 @DayHagan_Invest @NDR_Research Why is everyone expecting a recession?
2023-04-26 13:23:00+00:00,"@todd_gleason @WholeMarsBlog They were negative FCF without the $500m in reg credits. There is no recession. Only high interest rates. If we get a recession too, volume will drop even more."
2023-04-26 13:22:52+00:00,@RNCResearch When he took office Trump left us in recession. That's why inflation was low. Negative jobs and 8 trillion dollars of debt is the Trump legacy.
2023-04-26 13:22:50+00:00,@JoeBiden You have brought nothing but pain to American taxpayers. Everything is more expensive and there is a recession on the horizon. You have zero accountability.
2023-04-26 13:22:37+00:00,"@DaveRothwell8 @zerohedge There is recession. The lie is in CPI inflation.

Note that gdp is cpi adjusted."
2023-04-26 13:22:31+00:00,So when's the recession coming again?
2023-04-26 13:22:31+00:00,Biden announcing his re-election campaign at 6am via video tells you everything you need to know. #BidenCrimeFamilyExposed #BidenForBasement #CreepyJoe #Communist #OpenBorder #recession #ChinasBitch #BidenWorstPresidentEver
2023-04-26 13:22:29+00:00,Summers: I’d be surprised if we can get inflation back near 2% without a recession but adds that said recession doesn’t need to be on the magnitude of Covid or the GFC to curb increasing prices. #MICUS
2023-04-26 13:22:24+00:00,@cspanwj @RepEspaillat SOS Democrats segment. This guy Espaillat is a perfect example of why Congress needs term limits. By the way we are already in a RECESSION dude.
2023-04-26 13:22:21+00:00,Today’s recession is brought to you by $FRC
2023-04-26 13:22:16+00:00,"The Biden administration has once again redefined what a recession is. 

Now they are saying that it is two consecutive quarters of negative GDP growth but only if a Republican is in the White House."
2023-04-26 13:21:58+00:00,"@TanukiBTC if I don’t believe btc gonna crash in the next weeks-months 

In that case I would be forced to believe recession gonna make Amazon, nvidia Apple crash 

But meanwhile meme coins and btc are gonna be pumping ?
I mean that doesn’t sound logical."
2023-04-26 13:21:21+00:00,A year ago it was pretty easy to see the US economy is not sliding into a recession. I'm not so sure about this year. Decline in freight is a leading indicator of recessions. Recession odds are up.
2023-04-26 13:20:43+00:00,"@Jrclange @WholeMarsBlog 0 profit was not my read, but profits were definitely lower than WS wanted to see. Note that deliveries were up (and a slight beat) despite headwinds: Q1 is historically weak, the auto sector is overall weak due to recession, and still coming down from higher input costs."
2023-04-26 13:20:41+00:00,@kantasea @Cooperstreaming @MichaelaOkla What recession?
2023-04-26 13:20:26+00:00,"@DrCameronMurray Australia will only have a recession if our mineral exports plummet, but that is irrelevant to a lot of Australians, who are worse off than they would be in a recession. My family lost our house in the ""recession we had to have"", but we never had to live in a tent or a car."
2023-04-26 13:20:20+00:00,"@HouseGOP Is it possible... a few puppet masters in Demo rat party are just waking up to the 31 Trillion indebtness we seniors , and low/middle class americans are now in a recession, borderline depression: thanks to their wasteful spending. At 80 I cant afford meat; only ckn."
2023-04-26 13:19:53+00:00,@cspanwj @RepEspaillat We are already in a recession/stagflation
2023-04-26 13:19:48+00:00,@ColinTCrypto You can have +5 and still be recession proof if you have enough savings.
2023-04-26 13:19:48+00:00,@BisphamGreen @hump_bear Yea I'm not saying that a global recession makes USD go down.  I'm saying USD can go down in spite of oncoming recession if there's something US-specific dragging it down.  Last time it was a variety of stuff - this time it's debt ceiling &amp; our unique banking issues
2023-04-26 13:19:41+00:00,"Ever notice that in times of immense government pressure, they change how things are measured. Inflation, recession, unemployment….. gaslighting at its finest. 

We better wake to before we collapse…. Might be inevitable at this point. Ugh #LetsGoBrandon"
2023-04-26 13:19:32+00:00,"@ColinTCrypto I dont like the answers. Paying rent or mortgage, is either or. few people have a paid off real estate. so i would still say you are recession proof with +1"
2023-04-26 13:19:23+00:00,"@RobertMeynell @AllanMRock The Trudeaus, 2 of Canadas best/most successful PMs. Stephen Harper ran large deficits from 2008 (before the Great Recession) until 2014 (7 YEARS) – adding $150 BILLION to the Federal DEBT Stephen Harper has the distinction of running the largest deficit in Canadian &gt;&gt;&gt;"
2023-04-26 13:18:56+00:00,The experts expect a recession and tougher times - but how can your business THRIVE despite this (or at least survive?) - insights from @Zoho exec - Chief Strategy Office Vijay S. shares.... #recession #economics
2023-04-26 13:18:50+00:00,"An interesting data point:

“Today, we find ourselves in a freight recession- one that is reminiscent of 2009 in shipments” - Shelley Simpson, President of J.B. Hunt."
2023-04-26 13:18:34+00:00,@SenWarren WAKE UP.  We're already in a recession.
2023-04-26 13:18:05+00:00,@sachinvats Expecting a recession but nobody is expecting a depression.
2023-04-26 13:17:53+00:00,You can’t be a feminine woman when you got a broke ass man around you. Cause a lot of men that preach that “femininity” sht are flat out BROKE. Like I know we’re in a recession—but POOR. Like how can a woman be feminine around you when you’re her CHILD? She’s your DADDY. 😭
2023-04-26 13:17:32+00:00,For anyone looking for transparency on recession artist income I haven't had a paycheck or prospective project since early January
2023-04-26 13:16:43+00:00,"@Trump2428 @theholiestbacon @jkennedy1976 @freedomspeech50 @CalltoActivism Once again, Obama had to rebuild the economy from a Recession. Trump inherited an economy growing and stronger than it previously was. Why is it so hard for you to grasp that?"
2023-04-26 13:16:24+00:00,"I feel like we live in a bizarro world. We've had how many banks fail yet we're told we're not in a financial crisis. We've had recessionary data for how long yet we're told its a new paradigm &amp; this isn't a recession. I get its all for voters, but are most people this dumb?"
2023-04-26 13:16:15+00:00,"A better question is why is Kevin McCarthy trying to cause a recession that would spike unemployment, slow growth, leave our border insecure, allow rich folks with offshore tax havens to escape taxation, etc?

So he can campaign on those issues and blame Biden in 2024?"
2023-04-26 13:15:44+00:00,"@Bub_bonic True, i've def noticed minimal or no jewelry has been a trend on celebrities lately. it's so recession-core ^__^"
2023-04-26 13:14:48+00:00,@GJoisey Appreciate the info. I guess my general thoughts is supply and demand wont matter all that will matter is the futures contracts and if the market goes after it because recession/depression reality wont matter. Im used to reality not mattering now. Thats my base case. 🤡
2023-04-26 13:14:42+00:00,We are in a recession. Act accordingly
2023-04-26 13:13:57+00:00,"@TraceyRyniec Wow can't believe Americans are eating out and travelling on the cusp of a recession, never happened before."
2023-04-26 13:13:34+00:00,"There’s no question in my mind: one of the best, if not THE best, voices in macro, understanding our economy, potential recession, etc, is @jameslavish. Brilliant threads, podcasts. Easy enough to digest, but encourages you to explore further."
2023-04-26 13:13:08+00:00,I can see the internet gurus putting in some nasty work when the recession hit full swing. Ppl will be trying anything
2023-04-26 13:12:57+00:00,"@xDreamCoding @Xil_llix @LastCallCNBC @garyblack00 Do you hate normal humans to be able to afford cars?

Really distasteful to think a few thousand dollars wouldn't help families in this recession.

As you can tell Elon seems to care about people. You and Gary seem to care about money.

It's really easy to see. He just said it."
2023-04-26 13:12:47+00:00,"There’s a huge difference between a recession and banks collapsing.

I think the latter is what’s happening.

#BTC"
2023-04-26 13:12:05+00:00,"The only play in the leftist playbook….adamantly lie and distort the truth. Then months later quietly sneak in a statement you were wrong and then do it all over. I.e., vaccines, inflation, recession, COVID origins, Hunter’s laptop—-should I go on?"
2023-04-26 13:12:05+00:00,"@CallMeK1123 Sorry, I can't afford that much lunch meat. Recession you know."
2023-04-26 13:11:56+00:00,"@MaryamShKhan The 70s witnessed unprecedented global inflation fuelled by oil embargoes &amp; superpower rivalries.
Rapid US monetary tightening to tame inflation fuelled global FX &amp; FDI volatility + recession. An exceptionally challenging backdrop. Some similarities to current environment."
2023-04-26 13:11:55+00:00,"@SpeakerMcCarthy According to @MoodysAnalytics, YOUR budget proposal increases the likelihood that we end up in a recession. Explain that!"
2023-04-26 13:11:00+00:00,"Housing $XHB and semis $SMH generally are leading sectors in the economy. Both are trading near 52-wk highs. Along with the signals coming from mega-resilient jobs market, you can surmise this mythical recession has failed to arrive for yet another quarter. GDP likely hot again."
2023-04-26 13:10:44+00:00,"The average bear market since 1928 has lasted 16 months.

Same data + a recession and it lasts on average 20 months.

We are currently 17.5 months from BTC high to today.

Source - Wells Fargo."
2023-04-26 13:10:29+00:00,@MarkThomasTemp1 @LakotaMan1 @laurenboebert The previous housing crash started under the Bush Administration. So don't try and make this a Democrat thing. Just remember that the recession of 2008 started wow Barack Obama was campaigning.
2023-04-26 13:10:24+00:00,@julia673400 @FoxNews The evidence does not seem to suggest we are currently in a recession.
2023-04-26 13:10:22+00:00,"@kimguilfoyle Fact Checking...

CONCLUSION: Trump mishandled the pandemic to the extent that the markets all crashed, we had the worst recession since the Great Depression, and the jobless rate hit 14%.

He played down the pandemic resulting in excessive deaths of 375,000 conservatives"
2023-04-26 13:10:11+00:00,"Here are three things you need to know today:
⁃We’re in a recession 
⁃We’re heading to war
⁃North Korea already has the capacity to strike at the US with nukes &amp; obviously on US troops in S Korea."
2023-04-26 13:10:08+00:00,"One camp says the #eth rip is due to ""risk on"" trade after tech earnings. My camp says its based more on recession certainty and Fed stimulus. Stay long and average in IMHO. Not investment advice. #Ethereum"
2023-04-26 13:09:56+00:00,@stan1m1r @unusual_whales Bc we have been in a recession
2023-04-26 13:09:35+00:00,"@djrothkopf @VP Yep. Polls show she's a ""drag on the ticket,"" bc the Media has made sure 2 portray her that way. Same w/POTUS' poll numbers. Y'all shape the narrative. It's the reason why pple think the economy is bad -- you've been gaslighting abt a non-existent ""recession,"" for 2 years, ffs."
2023-04-26 13:09:28+00:00,"@Jules31415 @krassenstein Banks have crumbled before Biden (1929). The problems we are facing now is our government bailed out Wall Street instead of allowing the downfall, causing a recession,byes, but would have restructured the nation, return a middle class &amp; level the financial playing field."
2023-04-26 13:09:12+00:00,@Gugo907 The never ending recession
2023-04-26 13:08:13+00:00,"@tomhfh stagnant (and even increasing) real terms spending is consistent with cuts relative to GDP and worse outcomes in terms of poverty, health and education, esp if more people are relying on public services (as they are likely to in a post-recession environment)"
2023-04-26 13:07:56+00:00,@WallStreetSilv When was the last time a recession happened under democrats?
2023-04-26 13:07:37+00:00,"@chrislhayes If every time long stagnant US wages start to rise, the Fed has a conniption &amp; whacks up interest rates to cause a recession &amp; bring them down again, with the overt approval of both mainstream parties, eventually the Fascist or Socialist who promises to stop them will win power."
2023-04-26 13:07:26+00:00,"@tedlieu You passed all these laws but nothing is happening but high inflation, gas prices, groceries, interest rates and a tanking stock market. We are in a recession and democrats want to kill babies and castrate little boys. 

#PoliticsOverPeople"
2023-04-26 13:07:16+00:00,"@TheLawofWork If the return on capital falls too low, new investment increasingly becomes unprofitable and we see a decline in economic activity, leading to rising unemployment and a recession. This can be avoided to some extent by keeping the bank rate low and inflating the economy.

3/"
2023-04-26 13:07:05+00:00,GOP Speaker McCarthy is playing politics with the economy with plans to cause recession and job loss heading to 2024 elections? Trump puppet.
2023-04-26 13:06:58+00:00,"@funder .....continue their work?
1. High inflation
2. Lower wages
3. Never ending war
4. Assault on women's sports
5. Likely recession
Out of touch with reality."
2023-04-26 13:05:35+00:00,"If the 3-Month Treasury becomes the highest yield on the board that doesn't bode well imho.

If 20-Year becomes greater than 2-Year in three months and UN-inversion begins...

It's all timing up for a SEP rate cut and NOV rate cut is almost a lock.

We'll see, recession looming."
2023-04-26 13:05:16+00:00,And if there is to much to failed govt help them is not that amazing? THERE IS NO RECESSION 🤣
2023-04-26 13:05:11+00:00,@Deadwood2022 @NBCNews You do realise the whole world is in recession and fighting inflation right.? Typical American that thinks inflation is only happening for them.
2023-04-26 13:05:11+00:00,"@BobEUnlimited I understand the sentiment but if an earnings recession means declining earnings, then it is supported by this data"
2023-04-26 13:04:55+00:00,"@goodkarma4344 @ManyBeenRinsed @ronmortgageguy I think it'll take people really feel the pinch and seeing others feeling it to kill the psychology driving housing ever further up. 

People need to lose jobs, recession needs to hit etc for people to really realize that high life of near zero rates is gone, and was a mistake"
2023-04-26 13:04:51+00:00,"Hence why the BoE is currently praying for a recession that is nowhere on the horizon. Failing which (and absent a financial crisis), rates will need to go a lot higher to control inflation. (4/4)"
2023-04-26 13:04:38+00:00,@FlippingUpset @Will_Bunch Yes.  In 2006 democrats won control of the house and senate. They pushed for sub prime motgages.   By 2008 we were barreling towards recession.
2023-04-26 13:04:30+00:00,"@passedpawn @BobEUnlimited It's really quite interesting. The only thing keeping us out of recession territory is ""jobs"", which the market says that if a person loses their job they can find one fairly quickly if needed."
2023-04-26 13:04:25+00:00,@pinebrookcap agree.  but it really never mattered if Fed hikes or pauses a quarter point in May.     What matters is how the longer ends of the curve deal with all this new supply of debt hitting Q3 and Q4.  will rates keep dripping higher or will recession fears provide enough of a bid?
2023-04-26 13:03:23+00:00,"This #bitcoin Halving:
- Pandemic
- China ban
- Luna crash
- Celsius crash
- FTX crash
- SEC FUD
- Rate hikes
- War
- Recession

The price is so suppressed that the recoil will melt faces."
2023-04-26 13:03:21+00:00,"@BillMat12 @mikegalsworthy @CarolineLucas I'm not.

If you thought someone was promising your permanent deflation, you were making a ridiculous mistake.

Bizarrely you appear to believe you were appointing a government rather than making a decision. For example, did you promise me an uncertainty recession?"
2023-04-26 13:02:50+00:00,"@wmbu4 @MitchNicholsJr @HillaryClinton Keep hoping and praying for a recession for political gain on Biden’s watch. Get a grip, Man."
2023-04-26 13:02:20+00:00,"@ka1n0s Yeah thats because fed swaps added additional 25bps rate cut plus crypto is a nice inverse trade when recession fears kickin. Big tech, Crypto, Gold and Big Banks safe haven for the time being"
2023-04-26 13:02:07+00:00,@elonmusk @TheRabbitHole84 I don’t mind that people are LGBTQ. My concern is we are focusing on this narrative over the safety of our borders and the upcoming war and recession potentially depression combined with the push to disregard our constitutional rights.
2023-04-26 13:02:02+00:00,"@JoeBiden Yeahhhh, 
including 
- recession or stagflation 
-highest inflation in 40 years
-fentanyl deaths/failed border policy
-debasement of US dollar
-Defeat in Afghanistan 
-Open borders 
-Bank runs
-Possibility of WW III
-Electoral interference 
-etc,etc"
2023-04-26 13:01:58+00:00,"3M announces mass layoffs as manufacturing slows
3M announced significant layoffs Tuesday as part of yet another major restructuring plan as the manufacturing sector prepares for a possible recession and slumping demand for goods.
3M is going DOWN‼️  Child Traffickers‼️"
2023-04-26 13:01:32+00:00,"@ArgyleLoz Blaming Brexit on the current conditions in Britain that are world wide is moronic.  It's obvious that you can have a worldwide recession without Brexit ever happening.  The globalist feeding Brits, ""It's due to Brexit"" should be acknowledged."
2023-04-26 13:01:29+00:00,@jamesbulltard7 Most obvious and telegraphed recession ever. Every single boomer getting PTSD from 2008 and sitting in cash. That's one answer.
2023-04-26 13:00:40+00:00,"@Trump2428 @theholiestbacon @jkennedy1976 @freedomspeech50 @CalltoActivism The point was that Trump took an economy Obama had already grew back and doubled during his tenure, and continued it. Though he did hurt GDP growth from his trade wars and tariffs. You also have to remember Obama took over during the height of the Great Recession."
2023-04-26 13:00:01+00:00,"@Chesschick01 Like layaway wasn’t a thing 20 years ago? I know it’s not even close to the same and hold fuck stop printing fiat, but it’s not ridiculous companies allowing payment plans for food cause recession"
2023-04-26 12:59:48+00:00,"""Let's Finish This Job,"" you know, the one that brought record high inflation, terrorist breeding grounds back to Afghanistan, Russia's invasion of Ukraine, a recession, trans indoctrination of kids -- hell of a job there, Biden."
2023-04-26 12:59:29+00:00,"🔴Dollar plunges 7.4% in past six months — what it means
The U.S. dollar has been in quick decline over the past several months, one of several indicators raising fears that the economy could be headed for a recession.
Duh!🙄"
2023-04-26 12:59:27+00:00,"@AlbertSTartagl1 @albyva @DeItaone Exactly. He isn't listening. The recession is forecast for the second half of the year. And while there are signs of strength, there are definitely signs of weakness."
2023-04-26 12:59:14+00:00,The National Bureau of Economic Research (NBER) Business Cycle Dating Committee—the official recession scorekeeper—defines a recession as “a significant decline in economic activity that is spread across the economy and that lasts more than a few months.”
